experience,test_score,salary
5,69,90600
4,79,90000
4,83,76900
11,67,100200
11,67,106900
3,94,61800
2,67,69900
13,62,99600
6,64,74900
3,72,87200
12,78,123100
7,59,92300
6,90,81600
5,82,69500
2,72,74600
3,58,70400
13,62,118600
10,81,96000
13,74,109000
16,75,134900
10,78,110200
7,84,88500
4,80,80000
14,61,104800
14,71,106000
2,86,73900
5,84,75200
9,80,115800
4,100,82500
8,62,81600
6,72,70400
7,70,81100
4,72,70900
7,66,79600
23,96,150100
7,81,86300
10,87,105100
6,79,102000
7,60,96800
3,83,59200
4,100,101300
8,87,101300
8,72,77300
4,59,77400
6,48,82100
4,79,90200
10,53,99900
4,60,86900
1,84,63600
20,77,145500
13,58,113800
5,81,83200
17,60,129500
9,71,89100
4,76,93900
5,68,74400
5,81,59800
4,90,64500
13,63,100800
13,60,113100
18,88,159800
8,84,88400
5,72,87600
4,63,83100
2,65,65500
4,82,80800
8,59,98400
2,67,77600
4,81,92500
6,83,92200
3,78,68700
6,66,81200
3,84,82300
19,82,125600
0,71,65200
3,87,83300
2,68,66300
5,58,81400
4,79,99000
4,83,76100
7,56,88700
4,63,88300
5,82,78900
14,75,125700
2,65,70800
7,86,104200
4,87,83800
7,68,102400
4,71,63300
9,70,102000
9,83,98900
5,62,63600
1,79,64100
8,69,91400
3,90,80200
3,81,77000
5,69,67700
10,64,95500
6,71,75500
4,89,87600
23,82,156800
8,66,105200
11,70,111300
6,85,88800
8,80,102300
6,89,77900
3,65,82200
10,56,97800
1,87,90600
9,72,88900
2,82,58300
4,72,69800
7,66,83200
9,71,86400
8,63,85800
7,80,96900
9,92,100500
3,91,81700
4,78,73100
4,89,94300
10,81,94800
16,90,130600
1,70,54200
11,55,93600
1,80,67300
13,76,108600
4,53,83400
6,71,82900
10,85,93900
6,93,86000
2,87,69200
7,78,95400
13,91,132600
18,77,142200
3,85,69400
9,97,101100
12,64,106600
7,57,77500
2,94,64500
4,75,70000
7,77,80100
3,72,74200
2,76,77300
1,53,57800
4,49,57200
6,79,92300
3,84,88500
14,64,125700
1,72,59400
24,65,152400
3,79,86900
4,87,70300
1,75,70000
8,65,77100
10,98,108100
3,78,90200
7,71,99500
11,47,99800
8,80,106200
1,65,62900
11,77,117100
9,57,87200
4,83,78700
8,75,104700
1,71,65600
8,69,92000
11,63,97500
4,76,80300
2,57,58400
2,75,60600
8,72,79800
0,95,68100
6,54,83000
7,89,86700
12,97,116900
3,73,79500
6,100,73000
8,89,106200
3,63,65900
4,67,80200
4,73,84500
6,75,81900
8,65,87900
4,77,83800
6,73,79400
9,77,83300
5,60,84700
14,77,109100
6,68,90600
3,76,73500
5,64,86900
9,86,110000
2,78,69400
5,72,84600
3,76,53900
7,88,83700
13,64,112400
4,87,77100
20,97,142200
18,75,135900
5,54,75800
1,76,69900
5,94,93800
22,76,163000
10,77,105300
3,69,68400
19,58,125100
2,83,67400
4,65,75100
8,63,87600
16,93,133200
9,68,106400
3,83,78000
7,85,102200
8,55,94200
5,86,84400
5,72,72400
9,89,117700
10,75,99700
8,60,91900
5,62,74700
4,63,66200
9,72,119600
5,79,90800
6,80,91500
8,59,85700
3,84,72100
8,76,88200
5,47,73900
5,66,84900
2,63,52200
8,52,91800
19,92,144700
3,91,69600
5,67,79000
6,100,86700
6,61,83900
3,72,83100
4,82,93500
5,82,90100
12,85,112200
9,72,94700
11,56,84000
2,98,77900
3,94,82000
5,57,89800
15,82,133300
12,72,111900
6,52,88400
5,75,77200
7,78,101500
1,63,57700
16,91,131800
11,71,116200
16,84,127800
7,55,81500
13,67,100300
2,70,62900
6,77,82100
3,69,76700
8,82,98100
15,74,119700
7,64,84600
7,71,98100
5,98,91200
8,80,105100
5,67,77000
7,77,81000
8,91,85400
9,66,89100
18,68,131200
15,77,117100
21,87,149800
10,90,108000
9,71,89900
3,61,83100
15,73,123900
12,61,89400
7,66,96400
7,88,91400
7,77,78200
15,80,104100
4,87,89700
5,56,75800
5,84,80500
6,84,89700
11,59,102600
5,74,91100
5,61,74600
6,67,87100
5,61,80900
3,82,88000
3,78,56900
6,91,88200
5,62,88100
6,83,83400
8,72,88000
2,90,58900
5,84,83300
9,69,89600
2,66,58900
3,77,87200
5,86,91500
5,94,85300
11,97,125500
9,69,98600
5,79,74400
1,69,66500
5,88,85900
9,76,110000
7,74,84600
10,80,105900
6,82,93900
3,67,84400
6,56,74200
2,73,65700
3,82,67400
4,84,78700
5,79,71800
5,57,68400
7,83,92600
14,61,118700
9,83,77500
6,92,94800
4,100,70300
4,75,59500
7,80,91900
6,47,66500
3,62,70500
2,70,60600
13,86,123400
8,73,99700
6,73,101300
1,78,61000
5,63,89900
16,84,142100
6,79,99100
5,86,91100
8,57,90700
8,90,95100
11,74,107000
20,97,150700
7,74,84500
5,62,74400
5,75,77800
11,81,116000
7,89,95900
10,65,90400
9,84,94200
8,100,115800
5,88,82600
4,89,73100
8,90,97700
14,94,122300
13,100,121200
4,75,85900
5,81,98800
10,81,104100
9,89,115600
7,69,93300
4,73,68200
10,60,83500
10,81,115900
35,77,201100
5,72,78700
5,99,87100
9,96,89700
18,69,152900
4,74,68200
16,88,132100
15,83,120200
19,90,142400
11,56,113700
6,64,86900
4,75,86500
1,87,83200
4,51,69700
7,75,84100
4,78,76500
4,72,79000
4,70,71200
6,81,78300
2,83,72000
8,100,102900
8,80,93000
14,84,119600
3,83,81400
7,74,90400
4,69,79300
9,73,101500
20,77,149500
4,72,80800
17,83,136100
11,83,112000
6,100,100400
10,86,101900
5,51,78200
7,67,95500
10,71,106600
6,66,79800
6,100,96000
5,84,71700
5,80,87300
8,82,102900
4,80,72800
14,68,114000
2,77,59800
2,86,75200
2,44,47300
6,56,92700
12,89,120200
10,80,109200
2,84,75900
4,61,81300
11,90,115000
32,60,192300
4,49,75000
14,63,120000
3,78,66700
3,70,65800
2,72,54000
15,61,125200
4,50,77100
3,68,72800
3,66,87600
9,81,101200
11,92,97900
8,87,91000
10,72,87300
4,78,73700
13,75,97200
8,91,100800
11,75,106500
3,83,83000
7,97,101500
17,86,130200
6,79,84000
3,82,69200
12,52,109600
14,81,132200
8,68,95300
1,90,67300
7,73,91500
4,93,81600
5,86,75900
5,75,83600
6,81,103200
3,86,79600
4,78,87100
6,86,80300
14,70,103900
6,63,84500
2,90,72900
3,71,69100
5,68,71600
3,59,82500
4,81,76200
2,58,59500
11,76,107000
7,92,100900
3,78,82300
2,93,70700
19,80,156400
6,64,81500
4,51,68500
8,93,102400
8,72,99500
6,73,86100
12,84,109900
12,85,114300
2,65,58300
8,64,79700
2,58,67200
6,91,93200
6,47,77800
4,82,76800
7,99,89000
9,64,96300
3,68,69300
5,88,77500
7,85,74800
7,65,82500
7,78,83700
8,84,102300
8,87,106200
3,61,66300
9,62,104500
2,67,76200
8,74,106100
1,74,54600
3,80,71600
3,86,77300
4,63,76700
10,80,111900
24,84,150100
9,60,96900
9,91,106100
5,61,79100
3,73,74100
5,74,84100
3,72,64200
6,78,101500
13,84,102800
4,84,79500
7,61,77600
2,88,88900
20,71,138300
8,81,83400
1,84,77700
6,89,98400
10,78,112100
8,71,87500
8,81,96800
4,91,94300
4,73,65900
3,78,62600
9,78,99900
9,60,93200
9,74,96800
3,74,81900
7,65,95700
8,79,93400
16,74,130400
8,70,77300
10,93,118300
4,76,72700
12,56,92300
3,73,69000
5,69,76800
16,66,129900
8,56,86900
5,94,76500
5,81,86800
7,99,106100
4,66,83300
4,60,63000
15,63,123200
2,61,66200
12,66,104700
5,84,83200
6,93,103900
8,54,90500
5,72,88500
1,74,80100
26,84,182600
5,87,81700
5,86,80300
7,100,84000
6,83,91700
18,92,149400
2,66,70600
3,74,74600
8,63,84400
6,80,87200
11,78,103700
9,90,103300
16,72,131100
9,55,96000
1,85,57600
7,72,77100
10,71,92800
5,78,96900
4,52,68900
3,70,67900
5,40,69000
25,96,169900
16,61,107200
11,85,109100
2,64,65400
5,90,87800
6,73,88400
8,83,91800
2,96,81700
10,72,108900
5,93,83800
6,79,74900
2,81,70100
3,57,66800
4,61,74200
5,64,81500
4,64,85300
4,93,84000
5,66,69800
7,62,81100
14,78,122000
8,75,94200
3,89,78000
18,88,137500
8,87,93400
3,91,72600
14,69,117700
3,65,74500
7,60,89400
24,72,160100
10,88,117600
4,76,60200
10,83,109300
11,48,94000
8,66,83600
9,89,106800
12,59,114800
8,57,84600
6,78,82200
24,66,151500
4,93,90600
1,89,59100
8,57,85400
10,86,106400
23,65,146300
2,76,54600
17,71,128300
5,67,82200
7,95,95800
8,89,102200
20,100,160100
2,64,74200
7,81,94300
12,60,99700
8,72,82800
16,52,115700
10,80,97100
5,76,71900
9,68,91900
6,62,82100
12,63,112600
7,77,69900
5,76,77100
11,75,122000
16,61,123600
7,77,87200
10,76,96300
10,84,115100
2,79,70100
5,82,69900
10,82,93900
8,86,98200
4,83,76000
6,65,77300
9,86,103300
6,72,90900
22,73,154100
6,90,95600
0,79,71200
5,52,71700
5,83,76500
6,93,87100
1,55,61000
11,57,95800
4,86,85700
29,77,177600
4,90,75900
7,83,95600
9,93,110600
1,98,76900
3,71,64500
6,71,91300
9,76,113600
11,84,106900
16,75,124400
2,85,82500
6,87,98200
16,74,133400
8,81,95300
8,79,101900
3,73,74500
9,66,105500
6,86,94400
9,80,91000
9,93,110400
2,67,71500
12,69,109600
11,62,97100
9,62,95900
4,85,81400
14,66,99000
9,77,103800
7,88,98500
11,91,118800
4,97,81800
10,68,105700
10,72,100600
9,88,107800
3,65,57100
4,70,71000
7,64,82300
6,70,84600
1,82,72600
3,90,72100
7,61,80500
7,43,77500
7,85,97100
4,83,87100
9,82,99200
5,94,95600
18,57,131800
3,69,73700
2,87,59000
8,79,99000
9,66,99800
12,66,94000
6,91,100400
5,72,69500
7,87,91000
3,83,69900
7,71,96500
4,77,75000
10,77,84200
9,82,102600
3,62,82500
6,73,85200
12,80,108700
9,72,101200
3,62,66800
14,69,116400
17,78,134800
5,95,82300
10,85,90500
5,71,72800
3,66,72200
8,91,93700
5,83,89700
4,81,78700
8,83,94100
1,75,65900
3,64,72800
7,87,77200
5,94,90100
21,80,159800
18,46,128100
7,83,82600
9,68,105000
7,65,77400
6,71,72800
9,58,77800
12,97,125500
7,73,82100
12,82,99700
9,68,101500
4,56,70600
5,61,69700
5,67,65100
9,85,96300
10,82,95500
7,94,87200
13,100,112400
11,85,107700
15,69,128700
4,75,78700
3,46,81100
6,68,82300
18,71,125000
14,87,114800
13,64,115300
7,74,85300
9,85,109400
9,68,89400
17,63,125900
7,72,86100
2,69,71800
8,63,87500
6,62,74900
6,54,92500
8,77,98500
5,71,72400
2,70,68000
1,70,55600
3,66,65100
1,73,64800
4,79,82900
13,76,117100
5,65,86600
2,88,80100
2,79,72300
13,100,126600
4,84,81700
4,92,92800
6,63,80900
12,86,121200
4,51,70700
10,66,103000
7,74,85500
5,69,98300
11,66,111700
6,67,101500
17,90,129600
14,64,120000
4,56,71800
3,84,73700
9,94,98500
4,75,68900
10,74,97300
9,89,106100
6,55,85100
7,84,97800
9,75,85800
12,58,108200
3,68,78900
9,81,90700
5,71,89900
26,82,169300
7,71,94600
8,75,95000
1,87,67900
4,71,81000
5,93,80900
7,71,81900
15,69,116400
2,100,72400
8,58,92100
16,73,138500
3,62,68300
9,82,94600
8,77,98100
6,64,74700
8,65,93500
17,93,134100
15,57,121800
9,54,92600
5,72,75800
6,99,105700
11,66,113500
5,71,86100
5,81,101400
6,84,88900
8,58,82400
8,63,88900
12,100,94300
10,60,95400
10,72,99500
13,82,95300
1,64,44100
5,65,89600
8,49,74700
9,76,83500
5,63,91200
6,71,84800
1,83,66600
6,79,89400
4,76,72300
6,77,82900
21,61,154700
12,77,102900
5,70,78700
10,71,91400
8,57,94400
13,69,98000
11,99,115500
9,74,105800
10,81,93500
9,78,109800
15,58,112500
17,74,126200
13,81,127900
4,79,82200
4,61,75100
4,84,102000
7,80,92200
6,96,89900
2,100,73800
6,75,91000
7,78,95200
1,74,69400
8,68,94600
3,72,77600
1,69,52900
7,70,89300
3,81,67300
10,73,95400
10,59,92900
5,64,86400
6,76,83400
6,70,86300
5,77,82700
9,87,103200
6,60,84300
6,75,82600
7,81,89200
20,85,140500
20,66,138600
8,72,83200
7,81,88100
18,63,121800
2,71,79900
13,69,122000
6,87,87500
14,76,123200
5,90,91500
10,49,87800
7,73,79500
10,75,95200
3,96,85500
8,64,93100
8,66,94300
6,92,83000
10,77,109400
7,66,84100
3,86,82200
7,95,97600
12,76,103500
3,70,70600
12,82,104700
2,78,71100
6,78,78700
4,59,56800
6,84,73700
7,70,103800
8,74,108200
6,64,84000
8,68,88500
9,71,106200
6,63,87200
2,55,65000
6,90,87000
5,59,81100
10,63,103600
6,65,78200
3,100,71700
4,62,88400
6,56,83100
5,62,66800
3,72,76500
4,94,94900
10,99,120100
6,76,82900
10,96,111000
2,48,60800
2,75,74400
4,73,74500
16,81,141100
6,94,85700
14,69,118500
8,89,84100
7,86,100900
6,82,84000
12,78,108900
5,94,86900
10,63,102900
8,71,86200
5,72,77400
11,85,111700
16,80,113100
3,75,74800
2,99,88300
6,57,79800
13,100,103400
9,91,95600
10,87,94100
10,73,119800
5,77,81000
4,63,88300
9,74,91500
15,78,113700
5,78,80300
6,68,79600
12,64,108700
6,96,85700
9,61,90200
4,91,88700
6,89,91500
1,56,66400
9,68,101000
4,64,84900
7,65,81100
4,64,82300
4,75,73200
6,87,99100
3,69,85600
3,60,67800
3,67,64900
14,79,125000
2,73,73400
10,77,95100
5,72,95900
11,66,113700
11,77,113600
2,55,47600
16,73,129600
3,53,77900
4,80,72900
4,76,84300
6,81,91700
16,71,122300
3,57,67000
1,47,63100
3,79,68700
4,71,70300
7,59,89000
14,75,108600
14,57,113800
11,79,109200
2,85,61900
10,84,100900
15,71,123600
4,74,74000
19,69,134900
8,98,107000
14,70,126400
5,76,88800
1,86,69600
7,93,82100
4,96,78100
4,77,95700
5,79,73200
3,77,62100
1,79,77600
4,64,61900
5,87,91500
8,86,95500
5,89,77600
2,65,58600
5,76,75900
16,78,138800
6,74,60900
8,68,102900
2,94,67300
11,88,121600
20,62,129400
7,79,96700
8,72,88600
13,61,106500
4,75,68000
4,89,93800
3,66,61600
7,75,98100
3,78,79800
4,98,83900
11,87,115800
6,82,89500
10,79,106900
10,66,95300
4,67,80100
5,38,62500
4,39,59700
2,85,69700
10,85,110900
7,68,80300
6,100,83300
4,72,67500
10,61,88600
13,85,121600
9,74,102500
11,90,118600
11,66,110600
5,70,83700
5,76,76500
11,60,116500
1,48,55800
12,88,118200
19,67,128300
4,70,71500
14,84,127300
2,75,65500
13,94,114800
7,63,89100
4,78,79500
2,56,81300
4,82,76200
5,86,98500
8,90,97100
4,72,89200
8,75,104400
16,69,136300
5,74,74900
2,56,53700
5,67,74700
22,86,163700
16,71,115100
8,61,87800
5,91,98300
5,75,83000
19,65,133100
6,87,90100
20,64,137300
1,100,71500
2,56,69000
6,74,86500
7,84,100800
7,65,92400
7,67,82500
5,72,90300
2,56,57400
3,75,81000
2,62,72600
7,58,88400
14,90,117100
23,81,162300
5,62,82400
6,97,85300
2,93,75600
2,96,78200
3,75,94600
8,83,103600
6,68,64300
11,46,106900
12,68,103600
13,72,108400
5,65,77800
6,92,90200
4,85,89500
7,84,95800
4,65,72500
12,63,100600
7,78,87700
3,89,71600
4,61,74800
11,84,113900
5,74,94500
12,73,109200
13,86,111800
11,87,113800
11,51,90100
12,60,110700
4,81,86000
3,86,78500
13,75,96500
15,80,120800
14,79,112100
3,75,71000
7,58,88200
6,78,98000
7,93,96100
17,44,114900
5,100,74400
10,89,117500
5,93,85900
8,81,96100
6,83,78200
5,77,82600
4,67,64700
7,61,87600
5,62,72700
4,78,94500
2,84,82400
10,57,107300
3,86,78500
1,87,73700
3,82,76700
8,89,102400
16,78,125500
6,77,95500
8,67,93700
6,65,73100
9,90,120700
8,85,96000
11,82,98700
5,77,87500
4,63,74600
6,83,94400
4,89,80500
12,70,120200
1,74,51300
13,82,118700
7,67,77400
11,66,102500
1,88,73200
2,81,82200
6,92,89200
15,57,114400
6,69,88400
8,53,81900
7,81,99900
20,93,159800
1,80,82900
6,78,76400
7,59,82900
13,98,119200
2,91,73900
10,75,103000
10,86,99900
6,61,83700
22,89,156600
4,80,70000
4,57,76600
7,90,88900
7,64,85200
1,61,63400
4,72,72900
8,72,83300
28,86,176900
8,62,93800
3,63,81800
7,89,112700
8,70,89400
4,77,58800
9,71,81100
11,70,97200
1,75,68800
21,64,147800
3,62,70300
4,81,80800
3,96,74700
11,83,113400
10,69,109700
3,77,69000
8,61,94900
2,89,73900
5,71,85600
14,91,124600
7,80,89000
14,96,123700
7,80,93900
8,64,84300
1,80,72300
17,68,130500
5,72,77900
32,84,188200
19,68,143300
3,70,87300
5,75,81100
6,68,93000
6,74,83600
6,68,90400
12,64,108600
7,56,81600
17,79,117100
13,71,126700
8,90,93400
3,56,68100
2,92,87200
10,84,113100
10,73,100800
1,64,61700
11,57,99100
2,66,64700
8,80,92000
4,75,79300
10,60,95500
15,79,125800
6,66,74700
4,74,75100
4,77,81400
1,67,76300
15,86,116600
11,58,82600
14,89,110800
9,93,104700
17,100,125600
10,64,102900
2,74,74000
8,59,97300
3,63,45300
4,86,80000
4,68,83800
4,77,81600
3,78,73900
7,59,97000
3,59,62800
2,74,64300
5,59,82100
8,76,83700
13,76,120500
5,59,82700
2,73,72800
4,70,88000
5,85,95700
6,87,91100
4,87,75600
5,84,74200
3,61,68500
5,78,74900
14,70,129100
10,86,121400
6,58,96900
16,87,129200
14,81,128900
5,87,95700
5,56,63300
11,52,100500
10,91,112300
9,73,92200
5,81,88300
10,79,101500
15,57,110600
7,76,77100
4,53,61900
5,90,77600
7,88,89600
5,81,85900
10,50,85200
7,100,96700
6,81,82200
6,61,69300
12,29,114000
15,80,130600
9,80,108900
4,77,75100
4,57,73200
7,66,88500
11,71,104600
7,87,116900
12,85,108100
11,72,122600
17,83,146100
5,72,95600
10,78,95500
17,81,137900
6,92,92300
12,57,104300
3,61,80500
1,66,36300
11,88,99000
12,94,107700
5,71,85700
11,79,118100
10,84,94500
5,77,71400
4,70,76500
7,77,92100
3,92,72500
7,78,87600
12,71,109000
17,57,126100
17,96,125300
4,73,82100
6,81,85800
2,80,65000
7,48,82400
3,94,80200
15,67,122000
3,82,87100
8,65,82300
6,56,76800
5,60,70300
1,53,64100
4,83,82100
19,88,135800
2,100,91500
20,71,130000
2,76,83500
7,71,118800
5,62,75200
29,68,172300
17,73,135800
8,63,99500
9,62,102600
10,72,104400
1,67,55100
10,82,104000
10,89,115800
14,79,114800
5,84,74000
7,69,90400
14,58,95800
15,70,107500
4,78,79900
4,69,68500
11,96,97900
4,57,69900
1,92,84100
3,68,73600
12,75,116500
3,63,62900
7,81,102400
10,75,112400
14,82,121300
9,61,97700
8,58,94300
8,77,87900
3,55,74700
4,78,66200
9,74,101600
6,62,74300
10,75,110100
3,73,73700
4,83,82600
8,79,91800
10,85,101400
2,62,65900
6,68,87200
15,87,129000
4,59,73200
15,83,131900
9,86,99000
9,75,76800
8,82,115500
7,71,101900
2,82,77900
7,91,86700
11,58,103300
6,100,102000
4,76,72200
7,93,103100
19,67,141800
5,93,81000
3,49,66000
4,73,78600
2,65,62600
12,79,128200
3,88,71100
7,66,94400
4,74,70000
9,65,105500
5,82,90400
15,54,117100
1,71,56300
11,79,110100
8,84,101200
5,68,87500
9,59,96600
1,71,60700
8,74,95700
10,64,104700
2,84,72000
2,98,88000
7,65,91000
4,89,83800
6,85,84400
3,83,75800
9,56,72100
5,68,79900
3,58,74700
11,77,93400
7,63,104400
3,81,58300
9,76,102100
16,73,123000
9,100,104000
9,88,106200
6,90,90100
2,76,71900
5,77,91700
4,81,71800
5,31,73400
8,73,85500
6,76,87800
7,81,108800
6,82,74600
2,80,78200
18,88,138300
10,76,100100
7,83,105000
4,82,74500
3,86,77300
3,81,71900
11,70,101100
17,88,120800
3,81,89400
6,56,79200
3,74,64000
7,64,85300
3,76,76800
8,64,97200
22,76,140900
3,74,68300
6,77,85400
8,90,112600
7,67,80200
6,61,79000
4,80,97700
6,86,92800
5,79,95400
4,82,82400
3,46,66400
4,70,80300
13,79,111100
5,72,74600
14,96,127200
3,69,74700
9,71,71900
3,91,76300
10,84,109500
7,78,93800
9,99,93400
3,81,78100
2,61,67200
10,69,89000
10,69,106300
7,75,87200
9,74,97900
7,80,88000
4,62,86600
7,81,83200
10,82,95000
7,99,102600
2,88,91000
2,62,68500
4,70,79900
7,78,85600
7,86,92200
2,91,79900
10,84,104400
8,68,88600
6,87,94800
2,71,67000
10,70,104500
3,75,72900
4,77,71800
2,90,76600
14,83,108900
7,80,79900
4,69,80600
10,80,117200
8,84,96200
1,92,95000
3,60,68200
8,53,77400
13,81,102200
8,73,95000
10,82,106500
7,59,77100
5,84,87300
6,91,83600
3,92,77600
5,63,62700
4,71,91300
9,67,103100
3,59,60500
8,88,97800
16,75,127400
12,79,109200
7,81,89200
9,82,100500
9,90,88900
3,50,64400
4,83,75000
6,100,95100
6,68,74100
8,67,94000
11,76,91000
2,52,51100
4,65,63200
9,58,91400
8,74,91800
3,71,71100
3,82,78200
13,85,118400
11,70,102800
6,76,98600
3,70,80400
4,45,67900
5,74,82000
13,68,110100
2,73,76600
7,64,91800
4,83,79200
7,62,93000
2,58,62500
4,85,87800
16,55,117500
4,80,82200
4,53,74200
5,88,80900
11,82,96800
9,63,90100
13,78,99600
9,86,105800
9,87,99600
2,83,70600
3,89,72300
3,80,85000
2,78,80700
7,98,99400
4,59,63700
12,76,122900
6,79,77000
11,77,97500
9,74,106900
12,79,97200
13,93,119500
4,72,67900
8,59,93800
3,100,77300
7,84,103800
2,86,74500
14,75,110200
3,65,81700
4,90,84600
9,89,99000
15,67,119000
12,43,88700
6,61,98900
3,90,88900
4,81,81000
13,80,121400
7,62,83200
13,80,113300
7,89,88700
3,72,75500
11,70,104500
11,73,95100
3,65,71700
8,65,114300
7,77,98300
13,63,100200
4,68,82400
3,81,72800
3,61,66500
7,69,91500
6,80,82900
10,89,98700
4,73,78600
3,47,60500
31,53,170000
3,65,89200
7,66,92100
14,71,116900
4,59,71100
7,98,96500
3,73,66100
12,71,98300
11,63,109200
9,71,93100
8,65,84900
18,77,144100
1,68,66000
12,75,98200
13,81,126400
1,75,52300
5,92,91000
5,65,77600
16,78,128700
11,95,99300
17,82,127600
5,80,83900
15,63,126000
6,79,83300
5,88,90200
5,81,92800
10,70,82800
7,62,92200
6,82,80200
10,80,92200
5,90,78000
10,74,97500
10,65,101800
4,73,69800
6,62,75000
7,84,105000
20,71,168100
4,74,98200
7,69,84500
7,78,94100
5,83,86300
7,88,84900
2,72,68100
4,75,67400
4,80,78200
10,71,102300
2,70,68900
11,80,107500
7,67,91800
5,76,87200
11,85,120700
3,81,87400
8,65,85500
3,81,82400
9,73,94200
6,68,86400
5,70,82500
2,77,78400
15,60,121200
3,73,80500
15,75,121100
1,60,62600
4,81,80500
10,80,106700
7,95,97500
7,65,96900
6,99,97800
5,69,88300
3,85,84800
15,70,116800
6,88,96900
3,82,74300
6,86,87000
12,91,104400
5,77,80200
10,76,117300
9,64,113500
3,73,76900
5,68,74300
2,82,52700
4,63,63100
5,100,95100
10,79,105000
10,78,100700
8,79,104600
7,65,89100
5,68,71100
2,92,60800
10,76,112200
15,66,130400
12,76,117300
2,82,83700
5,75,79700
3,72,85300
3,73,53700
18,62,129500
7,62,88400
12,91,103500
12,81,103100
14,96,107600
10,89,88600
5,73,87700
11,66,114200
15,64,106900
1,78,71100
8,55,91400
6,64,95700
4,54,60000
4,82,86100
6,58,89900
7,95,95600
14,75,123200
3,68,67300
3,89,88700
6,81,90100
8,81,98900
4,64,73000
9,58,93100
3,86,78700
9,74,94300
5,86,78800
17,80,136700
14,70,122200
3,82,82900
26,69,168700
2,74,85300
11,66,105600
1,81,71300
16,38,111500
10,96,121600
7,95,111000
2,87,72500
14,77,101300
4,86,77100
3,69,68600
9,73,103500
7,60,90200
5,82,85000
4,74,62300
11,61,108800
14,68,118500
4,94,91300
6,81,94800
2,52,72300
3,84,81800
16,70,131900
4,77,65500
5,69,78100
1,90,82700
3,92,69000
16,75,118500
2,87,69500
21,77,152900
2,80,79100
3,62,65400
7,88,81500
4,78,83100
9,90,103300
5,71,91100
4,46,72500
4,60,87100
4,95,88700
5,58,66600
10,77,110400
12,70,108900
7,94,102500
3,76,55600
3,75,94100
7,83,86200
2,78,81000
2,60,71000
5,68,72700
4,81,93800
9,68,96200
5,66,82700
2,75,70900
6,67,92800
10,98,97600
16,72,116800
8,75,103700
5,65,92300
6,60,81000
3,76,81300
6,97,98000
7,65,96200
5,90,90300
5,84,83400
2,98,66900
3,76,67700
17,56,121600
2,87,79400
5,77,85500
6,62,66600
15,83,135300
5,75,92200
16,86,135600
10,79,100700
7,86,90300
7,71,90500
4,77,67200
10,86,108300
3,70,67800
7,75,95100
10,53,80300
15,69,121800
7,84,96700
10,73,94200
2,96,80000
14,63,107800
12,35,100000
3,80,67100
1,73,68600
13,84,130900
12,79,109800
4,86,78100
16,81,122800
4,76,69600
18,80,151700
19,91,143200
6,58,78800
16,80,129000
22,78,135600
20,71,136400
6,89,93500
10,64,87500
7,63,92300
5,73,79000
14,78,122600
19,80,153200
19,60,137900
5,79,78100
1,79,71500
6,70,92800
5,77,86900
8,70,81800
11,70,98000
14,64,122400
6,72,82300
8,77,88400
4,84,93300
10,57,103800
5,96,79100
6,86,87900
10,75,109500
5,55,76100
14,56,118900
6,62,98800
29,75,189700
4,68,74100
7,87,90900
13,61,108400
4,60,58100
5,100,100900
4,62,81200
8,81,99800
1,76,68500
13,75,115100
16,76,127800
9,64,91400
3,91,76400
2,78,64500
4,69,72500
4,63,63400
6,59,89100
22,66,144700
10,46,105300
4,86,66100
7,66,97100
3,78,93200
6,78,80600
3,70,74700
7,57,81500
5,84,83100
8,82,99700
12,62,104200
5,90,90200
9,80,100800
8,70,101800
2,81,72200
1,76,60100
7,75,106700
7,64,87900
4,54,74100
5,73,97700
7,81,94000
7,89,93900
6,75,83200
14,99,135800
5,57,91600
3,76,73200
2,88,82900
11,99,109600
1,71,56800
4,84,76200
14,60,117100
6,74,87400
12,65,107900
10,63,107900
1,67,49400
6,76,92500
11,60,95600
21,83,141400
9,68,98900
19,81,145500
11,77,94200
6,54,74700
9,91,103800
13,62,106900
5,74,71600
8,78,89000
10,75,100600
8,65,85000
8,71,90100
3,65,71800
2,68,72200
3,64,64300
1,79,60900
6,61,78600
6,77,92700
3,69,72100
4,84,72000
9,85,97500
7,47,73400
21,87,149300
1,84,58400
13,77,104100
12,59,104500
9,84,91400
11,78,101600
6,49,82900
5,81,74200
8,81,96200
3,90,82700
2,90,87600
2,69,81600
15,75,131900
3,60,79300
5,56,85500
17,80,133700
4,48,83000
11,55,96000
11,90,94200
2,85,64000
3,65,69600
7,57,81500
3,82,68800
8,53,80900
5,68,79800
8,70,97600
4,99,77000
4,74,75500
11,83,105100
5,84,95500
2,56,67600
11,81,118500
4,70,83200
5,59,77500
4,76,86800
6,88,77300
10,78,114800
7,95,89100
9,67,89900
9,94,113200
11,87,107900
4,93,79600
5,79,69400
5,71,87500
9,68,91500
3,64,58200
3,43,55300
3,64,77300
4,82,86400
2,69,70600
4,78,87200
5,62,76800
22,77,155700
2,69,76800
15,100,134800
5,69,73600
2,69,56200
5,73,76100
12,68,108300
3,83,73700
3,72,78100
8,64,89000
8,61,97800
6,85,97000
9,71,86900
4,82,78900
14,94,120600
6,71,82100
3,52,60700
7,75,98400
9,61,111500
0,78,56000
7,70,97700
4,93,90200
11,59,101500
8,58,89700
3,55,71600
9,85,96800
12,60,84900
6,88,78600
13,87,124300
14,93,127000
13,99,130900
